id,type,breed,age,gender,size,description,name
65514081,Dog,Siberian Husky,Adult,Female,Large,"Likes:
Going on adventures
Singing all the best husky hits
Running, jumping, playing, hiking
Having a family to call my...",Britta
65514077,Dog,Cocker Spaniel,Young,Female,Medium,"Meet the three gals! 

YOUR NEXT STEP: FILL OUT AN APPLICATION!
DO NOT CALL OR TEXT OR EMAIL! 

Fill out...",Gigi
65514054,Dog,Labrador Retriever,Baby,Male,Large,"Our little parvo survivor, Tucker, says adopt me! I am the sweetest puppy ever!!! 

Tucker and his two littermates were...",Tucker
65514049,Dog,German Shepherd Dog,Adult,Male,Large,,Winchester
65514048,Dog,German Shepherd Dog,Baby,Female,Large,,Amelia 
65514045,Dog,Mixed Breed,Adult,Male,Large,,Tybalt
65514046,Dog,Terrier,Baby,Female,Medium,"Pandora is an adorable 6 month old puppy who cant wait to find her furever home!

Pandora was rescued from...",Pandora
65514041,Dog,Labrador Retriever,Baby,Female,Large,"MEET THE SPRINKLE PUPS!

This litter of adorable lab mix puppies are 8 weeks old. They currently weigh between 5-8...",Butterscotch
65514042,Dog,Labrador Retriever,Young,Female,Medium,"All large dogs adoption fees are being sponsored at the time.

Dogs &amp;amp; Puppies Adoption Fee are by age; Puppies...",Ethel
65514034,Dog,Pit Bull Terrier,Young,Male,Medium,,Oreo
65514037,Dog,Labrador Retriever,Young,Female,Medium,,Harper
65514032,Dog,Boxer,Baby,Male,Medium,,Rhymes: Moe
65514030,Dog,Great Pyrenees,Adult,Female,Large,"If youd ask me to describe Itty Bitty Kitty in one sentence or less, which is a challenge in its...",Itty Bitty Kitty
65514018,Dog,Mixed Breed,Adult,Male,Medium,"My name is Gage,and I was rescued from a Georgia shelter with my buddy Gabriel and some of my other...",Gage
65514015,Dog,Mixed Breed,Adult,Female,Medium,"URSULA - Retriever Mix / 2 years / 11kg / F-Spayed

Ursula&#039;s past has been a sad one, her previous...",Ursula
65514016,Dog,German Shepherd Dog,Adult,Female,Large,Honey is a 4 yr old spayed white German Shepherd abandoned by her owner in an area typically known as...,HONEY
65514010,Dog,Chihuahua,Senior,Female,Small,Please welcome Eleanor to the Sky Sanctuary! Eleanor is a 12-year-old beauty queen who found herself on the e-list at...,Eleanor
65514009,Dog,Labrador Retriever,Baby,Female,Large,"MEET THE SPRINKLE PUPS!

This litter of adorable lab mix puppies are 8 weeks old. They currently weigh between 5-8...",Cinnamon
65514003,Dog,Boxer,Baby,Male,Medium,,Rhymes: Miny
65514002,Dog,Mixed Breed,Young,Male,Medium,I was brought to Kind Keeper after being transferred from a different county but I&amp;#39;m here now and looking for...,Retch
65514000,Dog,Husky,Baby,Male,Large,I was brought to Kind Keeper after I was found in a ditch but I&amp;#39;m here now and looking for...,Sorin
65514001,Dog,Husky,Baby,Female,Large,I was brought to Kind Keeper after I was found in a ditch but I&amp;#39;m here now and looking for...,Strudel
65513999,Dog,Terrier,Young,Male,Small,"Introducing Loki, the mischievous puppy with a personality as enchanting as the Norse god himself. With his playful antics and...",Loki JR
65513976,Dog,Chihuahua,Baby,Male,Small,,Bullet 4/7
65513975,Dog,Chihuahua,Baby,Male,Small,,Delbert 2/7
65513974,Dog,Chihuahua,Adult,Male,Small,,Jerry 3/7
65513981,Dog,Chihuahua,Baby,Male,Small,,Dobby 5/7
65513978,Dog,Chihuahua,Adult,Female,Small,,Roberta 1/7
65513977,Dog,Mixed Breed,Young,Female,Small,,Tootie 6/7
65513979,Dog,Mixed Breed,Young,Male,Small,,Slim Jim 7/7
65513972,Dog,Shiba Inu,Adult,Male,Medium,"Introducing Todd, the brave Shiba Inu seeking a loving home! Despite a rough past, he&#039;s ready to embrace a brighter...",Todd
65513971,Dog,Shepherd,Adult,Male,Medium,,Buddy
65513965,Dog,Labrador Retriever,Baby,Female,Large,"MEET THE SPRINKLE PUPS!

This litter of adorable lab mix puppies are 8 weeks old. They currently weigh between 5-8...",Oreo
65513970,Dog,German Shepherd Dog,Young,Female,Medium,,Mina
65513964,Dog,Chihuahua,Baby,Female,Medium,Joni and her siblings will be at a Bad Weather Brewing Meet and Greet (no onsite adoptions) Sunday July 23...,Joni
65513947,Dog,Boxer,Baby,Female,Medium,,Rhymes: Meeny
65513948,Dog,Chow Chow,Adult,Male,Medium,,Hobbs CFS# 230047783
65513949,Dog,Bernese Mountain Dog,Adult,Male,Medium,,Calvin CFS# 230047783
65513945,Dog,Boxer,Young,Female,Large,"Meet Sassy

Boxer/Bully mix
Spayed female
Approx. 1 year old

Sassy is actively looking for a human partner that likes...",Sassy
65513939,Dog,West Highland White Terrier / Westie,Senior,Male,Small,"Looking for an emotionally secure, mutually satisfying, low maintenance relationship? I am all you need. Let me sit at your...",Maxwell
65513941,Dog,Mixed Breed,Baby,Female,Small,"I think everything is fun, interesting and meant for play, especially you. Anything you do, I&amp;#39;ll want to do too....",Karma
65513940,Dog,Mixed Breed,Baby,Male,Small,"I&amp;#39;m a naturally playful, curious, and trusting canine. Take me for a big walk every day; give me something to...",Eli
65513942,Dog,Cattle Dog,Adult,Male,Medium,"Trapper is a happy, friendly, little fella. Sometimes aloof then he sits back on your lap. He keeps his kennel...",Trapper
65513935,Dog,Chihuahua,Adult,Male,Small,"Name: Caesar
Breed: Chihuahua mix, male, 7 lbs
Age: 7 1/2 years old
Cats: Yes
Dogs: Best as the only...",23Caesar
65513930,Dog,Husky,Baby,Male,Small,,Sokka
65513929,Dog,Chihuahua,Baby,Female,Medium,Sylvia and her siblings will be at a Bad Weather Brewing Meet and Greet (no onsite adoptions) Sunday July 23...,Sylvia
65513915,Dog,Siberian Husky,Baby,Male,Medium,Olaf is such a handsome little snowman! He is about 3 months old and 19 pounds. He loves to play...,Olaf (foster to adopt)
65513903,Dog,Mixed Breed,Adult,Female,Large,"Hi, there! I&amp;#39;m a great dog that currently has a little doggy cold. But don&amp;#39;t worry, it&amp;#39;s totally treatable. Unfortunately...",Max (FOSTER TO ADOPT)
65513902,Dog,Labrador Retriever,Baby,Male,Large,"MEET THE SPRINKLE PUPS!

This litter of adorable lab mix puppies are 8 weeks old. They currently weigh between 5-8...",Peanut Butter
65513890,Dog,Boxer,Baby,Female,Medium,,Rhymes: Eeny
65513894,Dog,Pit Bull Terrier,Adult,Female,Large,"Diamond and her friend Clyde were found as strays and went unclaimed. Diamond is a little timid and shy, but...",Diamond
65513893,Dog,Pit Bull Terrier,Adult,Male,Large,"Clyde is a happy, energetic boy who wants to be your best friend! He loves to play and jump around!...",Clyde
65513885,Dog,Labrador Retriever,Young,Female,Medium,"Ladybird is a cuddle bug who loves her people. She can be shy in new situations, but once she&amp;#39;s comfortable,...",Ladybird- CL
65513886,Dog,Beagle,Young,Female,Medium,"PRECIOUS FREYA was found as a stray in the country. She has been spayed, is fully vaccinated and microchipped. She...",Freya- CL
65513882,Dog,Dachshund,Senior,Male,Small,JacksonReese is the worlds perfect dog! This handsome happy boy is a young senior between 8 and 12 years of...,JacksonReese
65513883,Dog,Yorkshire Terrier,Baby,Male,Small,"Bowie is an adorable 8 month old Yorkie, about 8 lbs, that was rescued from a hoarder/puppy mill situation.  He...",Bowie
65513880,Dog,Belgian Shepherd / Malinois,Baby,Female,Large,"Courtesy Posting:   2 little girls born May 15th,  Belgian Malinois Mastiff mix located in Great Falls, MT  for more information...",Malinois Mastiff mix pups
65513876,Dog,Labrador Retriever,Baby,Male,Large,"MEET THE SPRINKLE PUPS!

This litter of adorable lab mix puppies are 8 weeks old. They currently weigh between 5-8...",Cookie
65513868,Dog,Shih Tzu,Adult,Male,Small,Please welcome Sharky! Sharky came to the rescue when we were contacted by Veterinary Emergency Group for help. Sharky was...,Sharky
65513869,Dog,American Staffordshire Terrier,Senior,Male,Large,"Little Bill came to us as a stray and unfortunately the information on his microchip never panned out. 
Little Bill...",Little Bill
65513861,Dog,Cattle Dog,Baby,Female,Small,Hi! My name is Pixie and I&amp;#39;m at the Santa Barbara Campus. I&amp;#39;m a 3 month old female Cattle Dog...,Pixie
65513858,Dog,Shepherd,Baby,Male,Small,Hi! My name is Saturn and I&amp;#39;m at the Santa Barbara Campus. I&amp;#39;m a 3 month old male Shepherd mix...,Saturn
65513851,Dog,Pit Bull Terrier,Adult,Male,Large,,RIGHT EYE ROGER
65513848,Dog,Rottweiler,Adult,Female,Medium,,EVA
65513849,Dog,German Shepherd Dog,Young,Male,Large,,YEE-HAW
65513850,Dog,German Shepherd Dog,Young,Male,Large,,HOWDY
65513841,Dog,German Shepherd Dog,Baby,Male,Medium,Burl and his siblings will be at a Bad Weather Brewing Meet and Greet (no onsite adoptions) Sunday July 23...,Burl
65513837,Dog,Siberian Husky,Baby,Female,Medium,"Anna is an adorable pup!! She is about 3 months old and 17 pounds and just adores people! 

She is...",Anna 2.0 (foster to adopt)
65513838,Dog,Mixed Breed,Adult,Male,Medium,,Max
65513834,Dog,Schnauzer,Senior,Female,Small,"Meet Zulie! This older lady is a spunky, scruffy girl who loves to wear cute sweaters to keep her warm...",ZULIE
65513833,Dog,Pit Bull Terrier,Young,Male,Medium,,A611222
65513832,Dog,Pit Bull Terrier,Adult,Female,Medium,,A611221
65513828,Dog,Cardigan Welsh Corgi,Young,Male,Medium,,Dog
65513802,Dog,Shepherd,Adult,Female,Large,"Gigi is about a year old, fresh out of puppyhood and looking for her furever home. Her foster says that...",Gigi
65513781,Dog,Boxer,Young,Male,Medium,"Hi, I&amp;#39;m Smokey! People might describe me as bashful and a little sensitive. This just means you&amp;#39;ll be the apple...",SMOKEY
65513783,Dog,Rat Terrier,Adult,Male,Small,"Reuben is available on a first come, first served basis. To meet this pet, please come to the shelter during...",REUBEN
65513773,Dog,Mixed Breed,Adult,Female,Medium,,SHEILA
65513770,Dog,Pit Bull Terrier,Adult,Male,Medium,"Hello, everyone! The name&amp;#39;s Tamatao, and I&amp;#39;m here to bring some adorable fun into your life. I may be a...",TAMATAO
65513769,Dog,Pit Bull Terrier,Young,Male,Medium,,CARL
65513766,Dog,Doberman Pinscher,Adult,Female,Large,,COCO
65513765,Dog,Labrador Retriever,Young,Male,Medium,,CLYDE*
65513759,Dog,Bullmastiff,Young,Male,Large,Hi! My name is Wolf and I am available for adoption. I was brought in by an Animal Control Officer...,WOLF
65513748,Dog,Siberian Husky,Adult,Female,Large,,LUCY (EVERST)
65513742,Dog,Terrier,Young,Female,Medium,,NINA
65513739,Dog,Staffordshire Bull Terrier,Adult,Female,Large,,SURI
65513730,Dog,Boxer,Baby,Male,Medium,,Ores:  Uranium
65513728,Dog,Australian Cattle Dog / Blue Heeler,Young,Male,Small,,QDOBA
65513724,Dog,Pit Bull Terrier,Young,Male,Large,"Hi, my name is Duncan, I&amp;#39;m approximately 2 years old and currently weigh 60#. I came to Macomb County Animal...",DUNCAN
65513721,Dog,Chihuahua,Adult,Male,Small,,PACO
65513719,Dog,Chihuahua,Young,Female,Small,,FLAN
65513714,Dog,Pit Bull Terrier,Young,Male,Large,,THEODORE
65513715,Dog,Pit Bull Terrier,Young,Male,Large,,TRACER
65513711,Dog,German Shepherd Dog,Adult,Female,Large,,MOLLY
65513708,Dog,Pit Bull Terrier,Adult,Male,Large,,MELZ
65513707,Dog,German Shepherd Dog,Young,Female,Large,,DAPHNE
65513706,Dog,Labrador Retriever,Young,Male,Medium,,BUDDY
65513704,Dog,Pit Bull Terrier,Adult,Female,Medium,,DOT
65513705,Dog,Pit Bull Terrier,Young,Female,Medium,,HERSHEY
65513670,Dog,Poodle,Senior,Male,Small,Buddy is an active senior boy that is approximately 12-year-olds. He is a toy poodle around 15 pounds. He is...,Buddy
65513671,Dog,Pomeranian,Senior,Female,Small,"Libby is an adorable 13-year-old female Pomeranian that weighs 10 pounds. She is very sweet, loving, snuggly, and housebroken. She...",Libby
65513672,Dog,Shih Tzu,Adult,Male,Small,Goblin is a super cute Shih Tzu male that is estimated to be between 4 &amp;amp; 6 years old. He...,Goblin
65513679,Dog,Pit Bull Terrier,Young,Female,Medium,,SOLSTICE
65513686,Dog,Labrador Retriever,Adult,Female,Medium,Adoptable Alice is currently enjoying life outside the shelter in a foster home. See her foster&amp;#39;s feedback below: Hey everyone!...,ALICE
65513678,Dog,Pit Bull Terrier,Young,Female,Medium,,TRISH
65513683,Dog,Beagle,Senior,Female,Small,,PEPPER
65513687,Dog,Labrador Retriever,Young,Female,Medium,,PACIFIC
65513673,Dog,Pomeranian,Adult,Male,Small,Inca is a super cute Pomeranian male that is estimated to be 2 years old. He weighs 12 pounds. He...,Inca
65513676,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Medium,,VERANO
65513668,Dog,American Bully,Young,Male,Large,"Baymax is named after a character from the Disney movie Big Hero 6. Yes, the giant inflatable robot that looks...",Baymax
65513662,Dog,Rat Terrier,Adult,Female,Medium,,SASSY
65513661,Dog,Australian Kelpie,Young,Female,Medium,,SADIE
65513655,Dog,Chihuahua,Young,Female,Medium,,TIFF
65513648,Dog,Black Mouth Cur,Young,Male,Large,,CURTIS
65513656,Dog,Collie,Adult,Female,Medium,,A231790
65513651,Dog,Samoyed,Young,Female,Medium,,A231782
65513648,Dog,Black Mouth Cur,Young,Male,Large,,CURTIS
65513651,Dog,Samoyed,Young,Female,Medium,,A231782
65513650,Dog,Pit Bull Terrier,Baby,Female,Small,,A231921
65513654,Dog,Samoyed,Young,Female,Medium,,A231780
65513646,Dog,Australian Cattle Dog / Blue Heeler,Young,Female,Large,,NICKI
65513652,Dog,Samoyed,Young,Male,Medium,,A231783
65513645,Dog,Chihuahua,Young,Male,Small,,A231751
65513644,Dog,Pit Bull Terrier,Baby,Male,Small,,A231920
65513629,Dog,Husky,Baby,Female,Medium,,52869554
65513619,Dog,Great Pyrenees,Baby,Female,Medium,"Hi, my name is Pyr-amid and I&amp;#39;m from a shelter in Kentucky.

From the foster:

Pyr-amid is a joyful puppy,...",Pyr-amid D13411
65513618,Dog,Great Pyrenees,Baby,Female,Medium,"Hi, my name is Em-Pyr-eal and I&amp;#39;m from a shelter in Kentucky.

From the foster:

Em-pyr-eal is an inquisitive puppy,...",Em-Pyr-eal D13412
65513611,Dog,German Shepherd Dog,Adult,Male,Large,"Loki is a handsome guy that&amp;#39;s looking for a home where he can be the star! In his previous home,...",Loki
65513610,Dog,Pit Bull Terrier,Adult,Female,Medium,,Barbie
65513608,Dog,American Bulldog,Adult,Female,Large,"Pebbles and Reggie face meet: https://www.youtube.com/shorts/23xD5pthqRE
Reggie and Pebbles drop leash: https://www.youtube.com/shorts/npyRp53o6wQ",Pebbles
65513602,Dog,German Shepherd Dog,Baby,Female,Large,,Brownie
65513601,Dog,Australian Shepherd,Baby,Male,Medium,IAN AND HIS SIBLINGS WILL BE AT A BAD WEATHER BREWING MEET AND GREET  (no onsite adoptions) Sunday July 23...,Ian
65513599,Dog,Maltese,Young,Female,Small,Dakota is a 3-year-old Maltese x Shih Tzu. She found herself in our care through unfortunate circumstances. After her guardian...,Dakota
65513600,Dog,Boxer,Baby,Male,Medium,,Ores: Silver
65513597,Dog,Husky,Young,Female,Medium,Elsa is a sweet young lady of about 2 years old and 40 pounds. She was found wandering the streets...,Elsa (foster to adopt)
65513590,Dog,Labrador Retriever,Baby,Male,Large,"MEET THE SPRINKLE PUPS!

This litter of adorable lab mix puppies are 8 weeks old. They currently weigh between 5-8...",Marshmallow
65513589,Dog,Pomeranian,Young,Male,Small,Inca is a super cute Pomeranian male that is estimated to be 2 years old. He weighs 12 pounds. He...,Inca
65513587,Dog,Siberian Husky,Adult,Male,Large,"I’m Ferno, a 4-year-old Siberian Husky weighing 60 pounds. Originally found as a stray, my owner was found but sadly...",Ferno
65513585,Dog,Flat-Coated Retriever,Baby,Male,Medium,"Meet Fred, 5 months old, weighs 33lbs. He is calm but loves to play with other dogs.
Fred loves water,...",Fred is no longer accepting applications!
65513581,Dog,Australian Shepherd,Baby,Male,Medium,JOHNNY AND HIS SIBLINGS WILL BE AT A BAD WEATHER BREWING MEET AND GREET  (no onsite adoptions) Sunday July 23...,Johnny
65513578,Dog,Labrador Retriever,Young,Female,Large,"I found this dog running along Highway 45 over two weeks ago, and after posting on MSPCA lost and found,...",~Courtesy~Maybelle
